com,label_actual,,,,,,,,,,,,,,,,,,,,
"With respect to Smog Towers, let a concrete decision be taken within 10 days from today what kind of towers are required which may operate successfully and how many such towers are required so as to take care of the pollution which is being caused in Delhi and NCR region.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"a concrete decision be taken not only by the Government of NCT of Delhi, but also by the States of Punjab, Haryana and Uttar Pradesh, where the position is reported to have deteriorated.",['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# are informed that Anti Smog Guns were experimented by the Government of NCT of Delhi which is used as a cannon that sprays atomized water 50 metres into the air to bring down suspended pollutants.,['Observation_finding'],,,,,,,,,,,,,,,,,,,,
The device is connected to a water tank and The device can be taken to different parts of the city on a vehicle.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# require the Government of NCT of Delhi to report to #Current Court# what steps they have taken in this regard to use and acquire these Anti Smog Guns and the outcome of the experiment which was performed.,['Fact'],,,,,,,,,,,,,,,,,,,,
Let CPCB also ascertain and submit a report regarding the effect created by the use of such guns within 10 days.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
There are other technologies which are being used to control the pollution.,['Other'],,,,,,,,,,,,,,,,,,,,
Oxy Furnaces are being developed to reduce the Ozone Emissions from industries.,['Other'],,,,,,,,,,,,,,,,,,,,
Technology of i) Wireless Sensors; ii) Nanotechnology; iii) Laser methods; (iv) Spectroscopic monitoring techniques and (v) Chemical methods are also used so as to control the pollution.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# require an IIT expert to be associated by the CPCB and High Level Committee to be formed by the Government of NCT of Delhi including that of the stakeholders of the Government of NCT of Delhi to work out on the aforesaid various technologies and how the aforesaid various technologies can be utilised and the aforesaid various technologies feasibility etc.,['Fact'],,,,,,,,,,,,,,,,,,,,
Let the Sub-Committee of the High Level Task Force be constituted within three days from today and report be filed within three weeks in this regard with respect to above-mentioned technologies.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"As #Current Court# have noted that from last several years, the position of air pollution is worsening in spite of various orders passed by Court.",['Fact'],,,,,,,,,,,,,,,,,,,,
"The reports and the scientific data indicating that large Section of people are suffering from the dreaded diseases due to such air pollution such as Cancer, Asthma and various other diseases.",['Other'],,,,,,,,,,,,,,,,,,,,
Life span is adversely affected.,['Other'],,,,,,,,,,,,,,,,,,,,
Time has come that the States of Punjab recognise right to life is important right.,['Legal_Principles'],,,,,,,,,,,,,,,,,,,,
Human life and health have been put in danger.,['Other'],,,,,,,,,,,,,,,,,,,,
"In such scenario, why Human life and health should not be required to pay compensation to such persons who are being affected by inadequate arrangement to check the air pollution, non-lifting of garbage, waste which add ultimately to the pollution.",['Other'],,,,,,,,,,,,,,,,,,,,
In this case #Current Court# find that Delhi is lacking the capacity to the extent of 45% to even clean the garbage/waste which is being generated.,['Observation_finding'],,,,,,,,,,,,,,,,,,,,
Similar is the situation in various other places.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# take note of the situation which is alarming and time has come to remind the State machineries as to the State machineries duties as all of #Current Court# are meant to serve the people of the country.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court#'s Constitution has envisaged certain Directive Principles as certain Directive Principles are more important rights at the discretion of the Government of NCT of Delhi.,['Fact'],,,,,,,,,,,,,,,,,,,,
"The Courts are not to interfere in that, but dereliction cannot be to the extent that the very right to life is endangered by the inaction.",['Legal_Principles'],,,,,,,,,,,,,,,,,,,,
"#Current Court# find that the State of Uttar Pradesh has to take care of the health and strength of workers, men and women.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
Children are given opportunities and facilities to develop in a healthy manner.,['Other'],,,,,,,,,,,,,,,,,,,,
"the State of Uttar Pradesh is duty bound Under Article 41 also to take care of old age, sickness and disablement etc.",['Other'],,,,,,,,,,,,,,,,,,,,
the State of Uttar Pradesh is also under obligation Under Article 41 also to raise the level of nutrition and the standard of living and to improve the public health.,['Other'],,,,,,,,,,,,,,,,,,,,
"Under Article 48, the State of Uttar Pradesh is duty bound to endeavour to organise agriculture and animal husbandry with modern and scientific lines.",['Other'],,,,,,,,,,,,,,,,,,,,
Article 48A deals with protection and safeguarding of forests and wild life.,['Other'],,,,,,,,,,,,,,,,,,,,
"Article 51A(g) confers duty on individuals to protect and improve the natural environment including forests, lakes, rivers and wild life, and to have compassion for living creatures.",['Other'],,,,,,,,,,,,,,,,,,,,
"Article 51A(h) requires to develop scientific temper, humanism and the spirit of inquiry and reform.",['Other'],,,,,,,,,,,,,,,,,,,,
"Not only the basic Fundamental Rights are being ignored with respect to air and water, problem of governance are being projected, which cannot come into the way of the basic Fundamental Rights which a human enjoys, much less to talk of the Fundamental Duties and Directive Principles contained in the State policy which have already found statutory expression in the form of Municipal laws, Prevention of Air Pollution and Water Acts and various schemes framed by the Government of NCT of Delhi and State Governments, but #Current Court# see neither the air quality has improved nor the water quality in several various States, not to talk of Delhi only.",['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# have called for the report from Delhi where the reports indicate that the contaminated water is being supplied and also from Bureau of #respondants#n Standards to submit report in this regard.,['Fact'],,,,,,,,,,,,,,,,,,,,
"In the aforesaid situation, #Current Court# have to direct the various State Governments to submit a report not only as to the air quality but also as to the quality of water which is being supplied, and water management system.",['Fact'],,,,,,,,,,,,,,,,,,,,
"At the same time, as #Current Court# find that in spite of various orders passed by this Court, #Current Court# are not able to improve the situation of air quality which #Current Court# can see at least in Delhi and NCR region NCR with certainty.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
Time has come to require the various State Governments to explain why the various State Governments should not be asked to compensate the persons who are being affected by bad air quality.,['Other'],,,,,,,,,,,,,,,,,,,,
"Obviously, the State of Uttar Pradesh is run by the administration, why liability should not be imposed for such a tort on the concerned machinery also of the various States which are failing to discharge liability basic duties.",['Other'],,,,,,,,,,,,,,,,,,,,
"This Court in Municipal Council, Ratlam v Vardhichand and Others, reported in MANU/SC/0171/1980 : (1980) 4 SCC 162 has held they have to take proper and positive action in this direction.",['Fact'],,,,,,,,,,,,,,,,,,,,
"It is they bounden duty to provide civic amenities, and also to see that self-created bankruptcy does not come in the discharge of the statutory obligation which are necessary for existence of human life.",['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# have seen during the course of the arguments that one State is passing the burden upon the Centre and then it is stated on behalf of the Government of NCT of Delhi that behalf of the #respondants# have framed scheme and it for the various State Governments to implement it.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# expect not only the 'policy making' but also #Current Court# 'implementation'.,['Fact'],,,,,,,,,,,,,,,,,,,,
"Let the States of Punjabrespond, due to the air pollution, why the concerned the Government of NCT of Delhi and the Government of NCT of Delhi concerned machinery, from top to bottom, should not be asked to compensate the citizens of Delhi and adjoining areas for various diseases which are being caused and sufferings and troubles which are being faced and a report indicates the life span is being shortened.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let show cause notice be issued to the various State Governments, and to the Chief Secretaries, to submit reply within six weeks.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
Let the matter be listed for consideration on 17.01.2020.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"The Chief Secretaries to the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi Delhi be personally present on that date.",['Other'],,,,,,,,,,,,,,,,,,,,
"Besides that, #Current Court# also issue notice to the learned Counsel appearing on behalf of the farmers as to show cause why the orders of Court have been violated and why the farmers should not be asked to pay the compensation which may be determined by Court and why the burden should not be fastened upon the farmers also.",['Fact'],,,,,,,,,,,,,,,,,,,,
Let a concrete decision be taken with respect to other technologies mentioned in Paragraph No. 8 above as also the decision to be take on the smog guns and smoke towers within 10 days from today.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
List the case for consideration of above aspects on 09.12.2019.,['Other'],,,,,,,,,,,,,,,,,,,,
Court Court was again apprised of that stubble burning had increased after 7.11.2019 in the State of Uttar Pradesh and Haryana and Uttar Pradesh on some of the days.,['Other'],,,,,,,,,,,,,,,,,,,,
"Regarding water pollution in Delhi and other places, considering the reports that impure water was being supplied to the people, which was not potable, #Current Court# have directed the concerned authorities to sit together for improving the quality of the water and methods to improve water management.",['Fact'],,,,,,,,,,,,,,,,,,,,
"It was pointed out that apart from Delhi, there were six more polluted cities in terms of AQI than Delhi.",['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# have issued notice to the States of Punjab to improve the quality of Air and what steps the corporation and other municipal bodies were having for the effective disposal of garbage.,['Fact'],,,,,,,,,,,,,,,,,,,,
"As to the pollution of rivers, Court Court has directed to place the data as to what steps are being taken by various State Governments to curb the pollution in the rivers as more than 300 rivers are reported to be polluted by way of industrial effluent, sewage, etc.",['Other'],,,,,,,,,,,,,,,,,,,,
The Chief Secretary to the States of Punjab also pointed out that stubble can be collected by the machines called bailors.,['Other'],,,,,,,,,,,,,,,,,,,,
They were concentrated only in a few districts.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# were assured that They would be distributed in different districts and block-level where small farmers can use these machines for removal of the stubble.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have directed that with respect to Smog Towers, a decision be taken not only by the Government of NCT of Delhi but by all concerned stakeholders i.e., Punjab, Haryana, Uttar Pradesh, etc.",['Fact'],,,,,,,,,,,,,,,,,,,,
"With respect to Anti Smog Guns also, #Current Court# have directed how they can be used to minimise pollution be reported to Court.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Besides, Court has directed that the use of new technology be considered like:",['Other'],,,,,,,,,,,,,,,,,,,,
Oxy furnaces to reduce the ozone emission from the industries.,['Other'],,,,,,,,,,,,,,,,,,,,
Wireless Censors,['Other'],,,,,,,,,,,,,,,,,,,,
Use of Nano Technology,['Other'],,,,,,,,,,,,,,,,,,,,
Laser methods,['Other'],,,,,,,,,,,,,,,,,,,,
Spectroscopic Monitoring Techniques,['Other'],,,,,,,,,,,,,,,,,,,,
Chemical methods are also useful for controlling pollution.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# have directed that appropriate Committee to be formed and decision be taken and informed to Court.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have also noted that air pollution is worsening and a large number of people suffer as a side effect by various diseases such as cancer, asthma, etc.",['Fact'],,,,,,,,,,,,,,,,,,,,
The life span is also adversely affected.,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have also required to show cause as to why the State machinery should not be held responsible for compensating the people for making inadequate arrangements to check air pollution, having no arrangement for the lifting of the garbage and waste, which ultimately also adds to air pollution.",['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have noted the constitutional statutory obligation of the Government of NCT of Delhi and the various other bodies, State Governments and various Municipal Bodies in the above-mentioned order.",['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# have also called a report as to water pollution from Delhi as well as Bureau of #respondants#n StandardsIndian Standards.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have also directed the States of Punjabto respond as to why the concerned the Government of NCT of Delhi and machinery should not be asked to compensate the person for the various sufferings and trouble faced by the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi and violation of the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi right Under Article 21 of Constitution.","['rationale', 'Fact']",,,,,,,,,,,,,,,,,,,,
"For that, the matter has been listed on 20.01.2020.",['Other'],,,,,,,,,,,,,,,,,,,,
Thereafter the matter was taken on 9.12.2019 and the following order was passed:,['Other'],,,,,,,,,,,,,,,,,,,,
the matter is submitted by Mr. A.,['Other'],,,,,,,,,,,,,,,,,,,,
"N.S. Nadkarni, learned ASG, that the Government of NCT of Delhi had referred the matter to the Committee formed by the Government of NCT of Delhi regarding Smog Guns and Smoke Towers and other technologies, as mentioned in Serial Number 6, 7 & 8 of the order dated 25.11.2019.",['Other'],,,,,,,,,,,,,,,,,,,,
"Let the Chief Secretaries, Department of Environment, Government of NCT of Delhi Delhi and various States of Punjab, Haryana and Uttar Pradesh be also made the Members of the Committee formed by the Government of NCT of Delhi.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let a report be filed with respect to the aspects mentioned in Paragraphs 6, 7 & 8 of order dated 25.11.2019, by 11.12.2019.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let the States of Punjab, Haryana and Uttar Pradesh also respond about the stubble burning matter on or before 11.12.2019.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
List the matter for consideration on 16.12.2019.,['Other'],,,,,,,,,,,,,,,,,,,,
"As mentioned by Mr. Ranjit Kumar, learned senior Counsel, Report Number 1 and 2 be also placed for consideration on 16.12.2019.",['Other'],,,,,,,,,,,,,,,,,,,,
IA Number 177602 AND 177610/2019,['Other'],,,,,,,,,,,,,,,,,,,,
"In the affidavit dated 05.12.2019, the CPCB (CPCB) has stated as under:",['Other'],,,,,,,,,,,,,,,,,,,,
That the CPCB (CPCB) is respectfully submitted that the CPCB (CPCB) is normally experienced that in month of December depending upon climatic condition the AQI category varies.,['Other'],,,,,,,,,,,,,,,,,,,,
"As a matter of fact, last year (2018) 8 days in the month of December were in severe AQI category.",['Other'],,,,,,,,,,,,,,,,,,,,
"Presently the situation not being severe, the CPCB (CPCB) is of considered opinion that partial ban could be in place for construction activities in as much as no construction should be permitted during night time (6.00 pm to 6.00 am).",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"partial ban could be partially lifted by permitting activities during day time (6.00 am to 6.00 pm), subject to the criteria stipulated in GRAP, wherein strict enforcement of Rules for dust control in construction activities and closure of non-compliant sites is mandated in moderate to poor AQI category and further a bank on construction activities may be imposed by EPCA if Ambient AIR quality levels persist in severe+/emergency category for 48 hours or more.",['Other'],,,,,,,,,,,,,,,,,,,,
"Hence, partial ban is relaxed in terms of the recommendations made by the CPCB (CPCB), as quoted above.",['Other'],,,,,,,,,,,,,,,,,,,,
"However, conditions for raising construction be scrupulously followed.",['Other'],,,,,,,,,,,,,,,,,,,,
The applications are disposed of.,['Other'],,,,,,,,,,,,,,,,,,,,
"An affidavit has been filed by#respondants# No. 1, i.e., MoE Forest and Climatic Change, wherein it has been pointed out that Ministry has constituted a High-Level Committee on 27.11.2019 to submit a report regarding the various technologies which can be utilized.",['Fact'],,,,,,,,,,,,,,,,,,,,
the Sub-Committee of the High Level Task Force the Sub-Committee of the High Level Task Force has been constituted with the following:,['Other'],,,,,,,,,,,,,,,,,,,,
"a. Member Secretary, CPCB-Chairman",['Other'],,,,,,,,,,,,,,,,,,,,
"b. Director, NEERI-Member",['Other'],,,,,,,,,,,,,,,,,,,,
"c. Member Secretary, DPCC-Member",['Other'],,,,,,,,,,,,,,,,,,,,
"d. Head of Technology Missions Division, DST-Member",['Other'],,,,,,,,,,,,,,,,,,,,
"e. Professor Mukesh Khare, Civil Engineering Department, IIT Delhi - Member",['Other'],,,,,,,,,,,,,,,,,,,,
"f. Professor Mukesh Sharma, Civil Engineering Department, IIT Kanpur - Member",['Other'],,,,,,,,,,,,,,,,,,,,
"g. Head of Air Quality Division, CPCB - Member",['Other'],,,,,,,,,,,,,,,,,,,,
"As soon as a report is received, Ministry shall deliberate upon a report and submit a report to Court.",['Other'],,,,,,,,,,,,,,,,,,,,
"A Status Report in the form of an affidavit has also been filed on 16.12.2019 by the MoE, Forest and Climatic Change.",['Other'],,,,,,,,,,,,,,,,,,,,
Following issues were considered:,['Other'],,,,,,,,,,,,,,,,,,,,
a) Smog Towers,['Other'],,,,,,,,,,,,,,,,,,,,
b) Anti-Smog Guns,['Other'],,,,,,,,,,,,,,,,,,,,
c) Oxy-Furnace,['Other'],,,,,,,,,,,,,,,,,,,,
d) Nanotechnology,['Other'],,,,,,,,,,,,,,,,,,,,
e) Chemical Methods,['Other'],,,,,,,,,,,,,,,,,,,,
f) Monitoring Technologies,['Other'],,,,,,,,,,,,,,,,,,,,
Wireless Sensor Networks,['Other'],,,,,,,,,,,,,,,,,,,,
Laser Methods,['Other'],,,,,,,,,,,,,,,,,,,,
Spectroscopic Monitoring Techniques,['Other'],,,,,,,,,,,,,,,,,,,,
Following proposal was considered:,['Other'],,,,,,,,,,,,,,,,,,,,
Smog Towers:,['Other'],,,,,,,,,,,,,,,,,,,,
A proposal by IIT-Bombay and IIT-Delhi in association with University of Minnesota proposed large scale air cleaning system with down-draft approach for reducing pollution concentration level.,['Other'],,,,,,,,,,,,,,,,,,,,
The technology aims to provide down draft for the air flow through electricity run rans and filter bank for passage of polluted air.,['Other'],,,,,,,,,,,,,,,,,,,,
The technology sucks air from top of the tower and provide a downdraft flow through high efficiency filter at 3-4m height from the ground.,['Other'],,,,,,,,,,,,,,,,,,,,
a downdraft flow is induced by 40 fans.,['Other'],,,,,,,,,,,,,,,,,,,,
"The land area coverage is 20m x 20m for tower base surrounded by 10m x 10m for shrouded and safety area, thus total of 30m x 30m with approx.",['Other'],,,,,,,,,,,,,,,,,,,,
height of 20m the tower will be made of 6m x 6m rectangular stainless frame enforced concrete structure and 40 fans will be pushing air through 4m high filtration systems covering the four sides with a total airflow rate of 960 m3/Section Effective Clean Air Delivery Rate (CADR) of is 75 million m3/day.,['Other'],,,,,,,,,,,,,,,,,,,,
It was reported that on an average of 65% of reduction can be achieved up to 700m and it is expected to influence more than 1 km in the downwind direction.,['Other'],,,,,,,,,,,,,,,,,,,,
At the same time the radius of influence is around 400m in all other directions.,['Other'],,,,,,,,,,,,,,,,,,,,
"A decision has been taken to start a pilot project as suggested by the #respondants#n Institute of Technology, Delhi and #respondants#n Institute of Technology, Bombay and Expert Panel of Department of Science and Technology and the Government of NCT of Delhi to take up the Pilot Project at Connaught Place.",['Fact'],,,,,,,,,,,,,,,,,,,,
"A decision has also been pointed out that Ministry is in favor of adopting new technologies also, which helps in mitigating air pollution and cut at the root.",['Other'],,,,,,,,,,,,,,,,,,,,
"Ministry has, thus, for the time being, decided to establish one or two demonstration towers in the area of localized residents of the high pollution level.",['Other'],,,,,,,,,,,,,,,,,,,,
"After the efficiency of these demonstration towers, Ministry Ministry will consider installing multiple towers.",['Other'],,,,,,,,,,,,,,,,,,,,
In re: Anti Smog Guns,['Other'],,,,,,,,,,,,,,,,,,,,
With respect to Anti-Smog Guns following observations have been made:,['Other'],,,,,,,,,,,,,,,,,,,,
"Based on the findings of CPCB-DPCC study, it may be inferred that anti-smog gun may be effective in controlling localized (50-70m) dust during the period of application and more suitable to high dust emission zones such as large construction sites.",['Other'],,,,,,,,,,,,,,,,,,,,
In re: Oxy Furnace,['Other'],,,,,,,,,,,,,,,,,,,,
With respect to Oxy Furnace observations of the Sub-Committee of the High Level Task Force is as under:,['Other'],,,,,,,,,,,,,,,,,,,,
"While there have been instances to suggest the usage of oxy-fuel furnaces in glass industries, only research project/pilot studies have been run for other industries.",['Other'],,,,,,,,,,,,,,,,,,,,
"Test runs have been conducted to assess the feasibility of oxy furnaces in power plants, however, no instance of any large scale run has been found.",['Other'],,,,,,,,,,,,,,,,,,,,
"It is suggested that in order to understand sector specific applicability of oxy furnace for a given size and area, a detailed feasibility study involving sector specific experts and stakeholders may be conducted my Department of Science & Technology in association with the concerned ministry.",['Other'],,,,,,,,,,,,,,,,,,,,
"It is noteworthy to mention that in urban centers, most of the Nox is released from vehicles.",['Other'],,,,,,,,,,,,,,,,,,,,
"Thus, there may not be a considerable reduction in ambient air levels of Ozone with the implementation of oxy furnaces.",['Other'],,,,,,,,,,,,,,,,,,,,
Also there are Nox emission standards specified for these sectors.,['Other'],,,,,,,,,,,,,,,,,,,,
In re: Nano Technology,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to Nano Technology, it has been pointed out that the use of nanotechnology is on the research and development stage.",['Other'],,,,,,,,,,,,,,,,,,,,
Following observations has been made:,['Other'],,,,,,,,,,,,,,,,,,,,
Use of photocatalytic paints for passive air cleaning is at research and development phase and implementation of passive photocatalytic cleaning of outdoor air will require both small and large demonstration projects.,['Other'],,,,,,,,,,,,,,,,,,,,
Better understanding of parameters controlling release of nanoparticles from nanomaterials is required in order to formulate safer paints i.e. less nanoparticles and VOCs releasing paints with the same photocatalytic efficiency.,['Other'],,,,,,,,,,,,,,,,,,,,
"It is recommended that a pilot study led by Department of Science & Technology in association with concerned Ministry, IISC, IIT Kanpur and paint manufacturers may be taken to study the effectiveness of paints using nanomaterials for cleaning ambient air including monitoring of release of other undesirable compounds.",['Other'],,,,,,,,,,,,,,,,,,,,
In re: Chemical methods,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to Chemical Methods, the Sub-Committee of the High Level Task Force has made the following observations:",['Other'],,,,,,,,,,,,,,,,,,,,
Chemical methods are well-established methods for pollution control in specific industrial sectors.,['Other'],,,,,,,,,,,,,,,,,,,,
Use of dust suppressants at sites requiring dust control such as construction & demolition sites and unpaved road have already been suggested to agencies in Delhi NCR.,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to monitoring technology such as Wireless Sensor Methods, Laser Methods and Spectroscopic Monitoring Techniques observations of the Sub-Committee of the High Level Task Force are produced hereunder:",['Other'],,,,,,,,,,,,,,,,,,,,
"Wireless Sensor Network technology is still in developmental stage and IIT and NEERI are evaluating performance in terms of the Sub-Committee of the High Level Task Force accuracy, precision by collocation study against conventional real time instruments.",['Other'],,,,,,,,,,,,,,,,,,,,
The smart city air quality monitoring has included WSN as community monitoring network.,['Other'],,,,,,,,,,,,,,,,,,,,
"However, WSN may be used as an indicative monitoring tool for few activities like mining, large construction sites, having emission potential to supplement air quality data and report to regulator for conducting further investigation before taking actions.",['Other'],,,,,,,,,,,,,,,,,,,,
*** *** ***,['Other'],,,,,,,,,,,,,,,,,,,,
"The laser light scattering based ambient particulate monitoring has challenges as large spatio-temporal variability in #respondants# and the sensitivity of this technique to different particle characteristic & varied whether condition among and within season leads to more difficulties in adopting this principle in regulatory monitoring in #respondants#, however certified instruments based on this technique may be considered in future.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Regarding LiDAR, this technology may be adopted for vertical monitoring at few places to track transport of pollutants at higher altitude and for optimization of air quality forecasting.",['Other'],,,,,,,,,,,,,,,,,,,,
*** *** ***,['Other'],,,,,,,,,,,,,,,,,,,,
Spectroscopy methods are being extensively used in air quality monitoring (both source and ambient air) in CAAQM and CEMS.,['Other'],,,,,,,,,,,,,,,,,,,,
New methods having specific applications are being incorporated in various technical guidelines after periodic review.,['Other'],,,,,,,,,,,,,,,,,,,,
"An affidavit has been filed on behalf of the Government of NCT of Delhi, pointing out the observations of the Sub-Committee of the High Level Task Force.",['Other'],,,,,,,,,,,,,,,,,,,,
They have mentioned about a pilot project with respect to the installation of Anti-Smog Towers.,['Other'],,,,,,,,,,,,,,,,,,,,
It has been pointed out that They have decided to set up a tower at Connaught Place.,['Other'],,,,,,,,,,,,,,,,,,,,
It has been proposed that the pilot project will be completed by September 2020.,['Other'],,,,,,,,,,,,,,,,,,,,
With respect to Anti-following observations have been made during the experiment/testing.,['Other'],,,,,,,,,,,,,,,,,,,,
"That, Anti-Smog Gun demonstrated on 02.12.2019 is a type of conical cannon that sprays atomized water with thrust up-to 70 meters with 360 degrees of rotation of the cannon.",['Other'],,,,,,,,,,,,,,,,,,,,
Anti-Smog Gun was also equipped to spray atomised water from horizontal range (0 degree) upto 60 degrees.,['Other'],,,,,,,,,,,,,,,,,,,,
Anti-Smog Gun was connected to a water tanker and mounted on a truck trolley to provide mobility.,['Other'],,,,,,,,,,,,,,,,,,,,
"In order to achieve objectivity during the experiment, the ambient air quality parameters around the area of experiment before, during the experiment at different points of time and after the experiment were recorded.",['Other'],,,,,,,,,,,,,,,,,,,,
The following were observed during the experiment:,['Other'],,,,,,,,,,,,,,,,,,,,
The ambient air quality (PM 2.5) recorded was 20% to 30% less than the pre & post experiment hours.,['Other'],,,,,,,,,,,,,,,,,,,,
The PM 10 also came down by the same margin of 20% to 30% during the duration of experiment and the effect continued till one hour after the spraying was stopped.,['Other'],,,,,,,,,,,,,,,,,,,,
"During the experiment, the atomized water droplets travelled upto 70 meters approximately and there was no substantial wetting of the ground on which the atomized water droplets can be concluded that there is optimization of use of water and there was very high probability of contact between the atomized water droplets and the particulate matter and resultant cleansing effect.",['Other'],,,,,,,,,,,,,,,,,,,,
"Though there was measurable impact on the ambient air quality during the experiment, the same may have been contributed by other influencing factors and may not be limited only to the use of Anti Smog Gun.",['Other'],,,,,,,,,,,,,,,,,,,,
It was concluded by the observing team that Anti-Smog Gun has the potential to reduce the particulate matter load added into air by the local sources in following activities:,['Other'],,,,,,,,,,,,,,,,,,,,
• Large construction sites,['Other'],,,,,,,,,,,,,,,,,,,,
• Road construction stretches particularly during earthwork and compacting,['Other'],,,,,,,,,,,,,,,,,,,,
• Mining activities,['Other'],,,,,,,,,,,,,,,,,,,,
• Large parking sites on unpaved areas during large public gatherings.,['Other'],,,,,,,,,,,,,,,,,,,,
• Demolition activities,['Other'],,,,,,,,,,,,,,,,,,,,
• Sprinkling on dust prone traffic corridors.,['Other'],,,,,,,,,,,,,,,,,,,,
v.,['Other'],,,,,,,,,,,,,,,,,,,,
It is further recommended by the observing team that use of such Anti Smog Gun may also be considered on the roof of high-rise buildings to measure such Anti Smog Gun effectiveness in trapping particulate matter during bad air quality days.,['Other'],,,,,,,,,,,,,,,,,,,,
"It has been pointed out that on the basis of the aforesaid experiment dated 2.12.2019 directions have been given to all construction agencies engaged in activities over large construction site in Delhi to use Anti Smog Guns so that dust is not emanated during activities such as earthwork, compaction, concreting, loading and unloading of raw material, road construction, and demolition activities, etc.",['Other'],,,,,,,,,,,,,,,,,,,,
In re: Affidavit by the #respondants#:,['Fact'],,,,,,,,,,,,,,,,,,,,
An affidavit has been filed on behalf of the #respondants#.,['Fact'],,,,,,,,,,,,,,,,,,,,
An affidavit has been pointed out that the Special Monitoring Cell has been constituted.,['Other'],,,,,,,,,,,,,,,,,,,,
Action,['Other'],,,,,,,,,,,,,,,,,,,,
taken report dated 7.12.2019 has been filed.,['Other'],,,,,,,,,,,,,,,,,,,,
Action,['Other'],,,,,,,,,,,,,,,,,,,,
reads as under:,['Other'],,,,,,,,,,,,,,,,,,,,
S.,['Other'],,,,,,,,,,,,,,,,,,,,
No.,['Other'],,,,,,,,,,,,,,,,,,,,
Action,['Other'],,,,,,,,,,,,,,,,,,,,
Upto 7.12.2019,['Other'],,,,,,,,,,,,,,,,,,,,
Total Number of Fire incidents reported by Punjab Remote Sensing Centre,['Other'],,,,,,,,,,,,,,,,,,,,
Total Number of site visited by the Sub-Divisional Teams,['Other'],,,,,,,,,,,,,,,,,,,,
Total Number of sites at which no crop residue burning observed,['Other'],,,,,,,,,,,,,,,,,,,,
Cases in which Environmental Compensation imposed (Amount),['Other'],,,,,,,,,,,,,,,,,,,,
23308 (Rs. 6.10 Cr.),['Other'],,,,,,,,,,,,,,,,,,,,
Red entries made in the revenue record,['Other'],,,,,,,,,,,,,,,,,,,,
"Criminal complaints filed Under Section 39 of Air (Prevention and Control of Pollution) Act, 1981.",['Legal_Principles'],,,,,,,,,,,,,,,,,,,,
FIRs lodged Under Section 188 of #respondants#n Penal Code,['Fact'],,,,,,,,,,,,,,,,,,,,
Total Number of cases of imposition of Environmental Compensation on harvest combines,['Other'],,,,,,,,,,,,,,,,,,,,
"It is further pointed out that for providing financial assistance an amount of Rs. 100/- per quintal for non-basmati paddy, the Department of Agriculture and Farmers Welfare has framed a scheme for making a payment to small and marginal farmers who do not burn the stubble.",['Other'],,,,,,,,,,,,,,,,,,,,
"A total of 240307 applications were received, out of small and marginal farmers who do not burn the stubble 29725 applications were rejected.",['Other'],,,,,,,,,,,,,,,,,,,,
"38697 applications were verified, whereas 171885 applications are under process of verification.",['Other'],,,,,,,,,,,,,,,,,,,,
"38697 applications has also been pointed out by the #respondants# in their affidavit that the supply of total machine as per order dated 6.11.2019 is 21,302.",['Fact'],,,,,,,,,,,,,,,,,,,,
